Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Pretax Net Income,Other Operating Rev,Total Operating Rev,Total Margin,Operating Margin,Location
2015,106331168,EISENHOWER MEDICAL CENTER,Riverside,Non-Profit,Comparable,,,463,381,381,599076527,$7289024.00,$606365551.00,1.2%,1.2%,"RANCHO MIRAGE, California
(33.742298, -116.410904)"
2014,106380929,CALIFORNIA PACIFIC MEDICAL CENTER,San Francisco,Non-Profit,Comparable,Teaching,,951,951,528,1163802628,$43568990.00,$1207371618.00,3.6%,3.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106190766,COAST PLAZA HOSPITAL,Los Angeles,Investor,Comparable,,,117,105,105,32962844,$0.00,$32962844.00,0%,0%,"NORWALK, California
(33.914183, -118.072494)"
2015,106410891,SEQUOIA HOSPITAL,San Mateo,Non-Profit,Comparable,,,208,172,58,251394119,$4631948.00,$256026067.00,1.8%,1.8%,"REDWOOD CITY, California
(37.484778, -122.22815)"
2015,106190636,CITRUS VALLEY MEDICAL CENTER-QV CAMPUS,Los Angeles,Non-Profit,Comparable,,,518,518,313,397164133,$4409041.00,$401573174.00,1.1%,1.1%,"WEST COVINA, California
(34.068896, -117.938239)"
2015,106361266,MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,37,37,30,18535821,$531273.00,$19067094.00,2.8%,2.9%,"LAKE ARROWHEAD, California
(34.251974, -117.181983)"
2015,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,,,459,459,320,566138013,$3103055.00,$569241068.00,0.5%,0.5%,"MODESTO, California
(37.640735, -121.002435)"
2015,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,,Rural,76,76,55,20632196,$365738.00,$20997934.00,1.7%,1.8%,"PORTOLA, California
(39.812099, -120.464742)"
2015,106430905,STANFORD UNIVERSITY HOSPITAL,Santa Clara,Non-Profit,Comparable,Teaching,,613,474,474,3304376301,$77539093.00,$3381915394.00,2.3%,2.3%,"PALO ALTO, California
(37.445103, -122.160363)"
2015,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,Kern,Investor,Comparable,,,66,66,66,34758482,$58097.00,$34816579.00,0.2%,0.2%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2015,106240924,MEMORIAL HOSPITAL - LOS BANOS,Merced,Non-Profit,Comparable,,Rural,44,44,18,61043424,$1199191.00,$62242615.00,1.9%,2%,"LOS BANOS, California
(37.061242, -120.845795)"
2014,106370744,SCRIPPS MERCY HOSPITAL,San Diego,Non-Profit,Comparable,Teaching,,684,591,405,653740727,$12415885.00,$666156612.00,1.9%,1.9%,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106190883,WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,178,178,178,139597792,$460426.00,$140058218.00,0.3%,0.3%,"WHITTIER, California
(33.967318, -118.048051)"
2015,106450949,MERCY MEDICAL CENTER - REDDING,Shasta,Non-Profit,Comparable,,,267,267,267,439343778,$8227896.00,$447571674.00,1.8%,1.9%,"REDDING, California
(40.574637, -122.38109)"
2015,106171049,ST. HELENA HOSPITAL - CLEARLAKE,Lake,Non-Profit,Comparable,,Rural,25,25,25,77920933,$1585707.00,$79506640.00,2%,2%,"CLEARLAKE, California
(38.961814, -122.631261)"
2015,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,238,232,158,309011789,$12321427.00,$321333216.00,3.8%,4%,"VALENCIA, California
(34.389444, -118.564722)"
2015,106514001,SUTTER-YUBA - PHF,Sutter,City/County,Psychiatric Health Facilities,,,16,16,16,3179450,$0.00,$3179450.00,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)"
2014,106301279,UNIVERSITY OF CALIFORNIA - IRVINE MEDICAL CENTER,Orange,Non-Profit,Comparable,Teaching,,411,409,409,883156742,$24592437.00,$907749179.00,2.7%,2.8%,"ORANGE, California
(33.791489, -117.853096)"
2015,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,234,211,211,68765122,$1082949.00,$69848071.00,1.6%,1.6%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106340951,METHODIST HOSPITAL OF SACRAMENTO,Sacramento,Non-Profit,Comparable,,,329,329,329,290633000,$2855000.00,$293488000.00,1%,1%,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106105125,CENTRAL STAR PHF,Fresno,Investor,Comparable,,,16,12,10,2794371,$0.00,$2794371.00,0%,0%,"FRESNO, California
(36.731654, -119.785856)"
2015,106190552,MOTION PICTURE & TELEVISION HOSPITAL,Los Angeles,Non-Profit,Comparable,,,314,268,225,17341439,$1744276.00,$19085715.00,9.1%,10.1%,"WOODLAND HILLS, California
(34.168301, -118.605003)"
2015,106301127,KINDRED HOSPITAL - BREA,Orange,Investor,Comparable,,,86,86,86,36355416,$84352.00,$36439768.00,0.2%,0.2%,"BREA, California
(33.917763, -117.898326)"
2014,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,Teaching,,881,825,628,1253797414,$33540407.00,$1287337821.00,2.6%,2.7%,"LOMA LINDA, California
(34.048261, -117.261123)"
2015,106240942,MERCY MEDICAL CENTER - MERCED,Merced,Non-Profit,Comparable,,,186,186,125,284445580,$2593717.00,$287039297.00,0.9%,0.9%,"MERCED, California
(37.306968, -120.481971)"
2015,106571086,WOODLAND MEMORIAL HOSPITAL,Yolo,Non-Profit,Comparable,,,108,108,108,163123000,$12453000.00,$175576000.00,7.1%,7.6%,"WOODLAND, California
(38.677493, -121.774715)"
2015,106014050,VALLEYCARE MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,242,222,108,270205636,$13814685.00,$284020321.00,4.9%,5.1%,"PLEASANTON, California
(37.656667, -121.878923)"
2014,106110889,GLENN MEDICAL CENTER,Glenn,Non-Profit,Comparable,,Rural,47,15,15,10649804,$1717116.00,$12366920.00,13.9%,16.1%,"WILLOWS, California
(39.520518, -122.198176)"
2015,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,30,30,24,18836293,$497877.00,$19334170.00,2.6%,2.6%,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2014,106381154,UCSF MEDICAL CENTER,San Francisco,Non-Profit,Comparable,Teaching,,660,660,660,2386682875,$107783046.00,$2494465921.00,4.3%,4.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,Teaching,,522,386,318,717485300,$67718392.00,$785203692.00,8.6%,9.4%,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106410782,SAN MATEO MEDICAL CENTER,San Mateo,City/County,Comparable,,,509,509,509,213271838,$37876284.00,$251148122.00,15.1%,17.8%,"SAN MATEO, California
(37.547166, -122.314351)"
2015,106281078,ST. HELENA HOSPITAL,Napa,Non-Profit,Comparable,,,151,151,59,183392151,$5441537.00,$188833688.00,2.9%,3%,"ST. HELENA, California
(38.50523, -122.470341)"
2015,106141273,NORTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,25,25,11,70401124,$209448.00,$70610572.00,0.3%,0.3%,"BISHOP, California
(37.361412, -118.39527)"
2015,106341006,UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,Sacramento,Non-Profit,Comparable,Teaching,,619,589,589,1737662358,$86042233.00,$1823704591.00,4.7%,5%,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,,Rural,48,25,13,61361403,$410697.00,$61772100.00,0.7%,0.7%,"SAN ANDREAS, California
(38.196211, -120.68092)"
2015,106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,334,321,167,196644648,$3603935.00,$200248583.00,1.8%,1.8%,"GLENDALE, California
(34.148138, -118.246437)"
2015,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,457802828,$107469686.00,$565272514.00,19%,23.5%,"COLTON, California
(34.070139, -117.323641)"
2015,106364430,BARSTOW COMMUNITY HOSPITAL,San Bernardino,Investor,Comparable,,Rural,30,30,30,58684092,$42889.00,$58726981.00,0.1%,0.1%,"BARSTOW, California
(34.899659, -117.02405)"
2015,106190305,KINDRED HOSPITAL - LOS ANGELES,Los Angeles,Investor,Comparable,,,81,81,81,41672562,$73011.00,$41745573.00,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,Investor,Comparable,,,434,413,247,274715572,$4207373.00,$278922945.00,1.5%,1.5%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106344029,MERCY HOSPITAL - FOLSOM,Sacramento,Non-Profit,Comparable,,,106,106,106,217989573,$1152000.00,$219141573.00,0.5%,0.5%,"FOLSOM, California
(38.681325, -121.163738)"
2014,106281266,NAPA STATE HOSPITAL,Napa,State,State Hospitals,,,1362,1304,1304,245811232,$0.00,$245811232.00,0%,0%,"NAPA, California
(38.297242, -122.289405)"
2015,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,172,172,112,187405045,$2046130.00,$189451175.00,1.1%,1.1%,"LAKEWOOD, California
(33.850448, -118.133773)"
2015,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,Kern,Non-Profit,Comparable,,,254,254,254,367221156,$5210125.00,$372431281.00,1.4%,1.4%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2015,106121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,Investor,Comparable,,,78,46,42,66316477,$1529326.00,$67845803.00,2.3%,2.3%,"ARCATA, California
(40.868186, -124.090548)"
2015,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,,,298,277,210,532937530,$3987927.00,$536925457.00,0.7%,0.7%,"CHICO, California
(39.728956, -121.838779)"
2015,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,,,194,181,137,259803784,$2349742.00,$262153526.00,0.9%,0.9%,"ENCINITAS, California
(33.044805, -117.292447)"
2015,106424002,SANTA BARBARA COUNTY - PHF,Santa Barbara,City/County,Psychiatric Health Facilities,,,16,16,16,2697874,$0.00,$2697874.00,0%,0%,"SANTA BARBARA, California
(34.420867, -119.698342)"
2015,106554011,SONORA REGIONAL MEDICAL CENTER-GREENLEY,Tuolumne,Non-Profit,Comparable,,Rural,152,152,126,236433413,$5134838.00,$241568251.00,2.1%,2.2%,"SONORA, California
(37.982943, -120.382117)"
2014,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,Mendocino,Non-Profit,Comparable,,Rural,25,25,25,48577816,$1503402.00,$50081218.00,3%,3.1%,"WILLITS, California
(39.409044, -123.353523)"
2015,106105051,COALINGA STATE HOSPITAL,Fresno,State,State Hospitals,,,1500,1257,1257,247421584,$0.00,$247421584.00,0%,0%,"COALINGA, California
(36.139801, -120.360264)"
2015,106420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,Teaching,,450,363,255,612251177,$12197834.00,$624449011.00,2%,2%,"SANTA BARBARA, California
(34.420867, -119.698342)"
2014,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,302,302,302,1038691655,$62135121.00,$1100826776.00,5.6%,6%,"PALO ALTO, California
(37.445103, -122.160363)"
2015,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,,,127,127,127,54153915,$291172.00,$54445087.00,0.5%,0.5%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106380965,ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,Non-Profit,Comparable,Teaching,,403,232,84,211909642,$5639549.00,$217549191.00,2.6%,2.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106164029,ADVENTIST MEDICAL CENTER - HANFORD,Kings,Non-Profit,Comparable,,Rural,199,199,120,262168359,$2948879.00,$265117238.00,1.1%,1.1%,"HANFORD, California
(36.327726, -119.645914)"
2015,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,Non-Profit,Comparable,,,181,154,118,88950025,$784751.00,$89734776.00,0.9%,0.9%,"CORONADO, California
(32.693926, -117.190481)"
2015,106190754,ST. FRANCIS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,384,384,384,470942915,$3885025.00,$474827940.00,0.8%,0.8%,"LYNWOOD, California
(33.928063, -118.199166)"
2015,106190280,ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,148,148,148,51853894,$1300872.00,$53154766.00,2.4%,2.5%,"ENCINO, California
(34.159199, -118.500298)"
2015,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,886,865,865,2748437997,$325965476.00,$3074403473.00,10.6%,11.9%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106454012,NORTHERN CALIFORNIA REHAB HOSPITAL,Shasta,Investor,Comparable,,,88,88,78,41111352,$125993.00,$41237345.00,0.3%,0.3%,"REDDING, California
(40.574637, -122.38109)"
2015,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,Los Angeles,Non-Profit,Comparable,,,145,145,135,85803201,$970761.00,$86773962.00,1.1%,1.1%,"PANORAMA CITY, California
(34.224701, -118.448898)"
2015,106331293,PARKVIEW COMMUNITY HOSPITAL,Riverside,Non-Profit,Comparable,,,193,193,120,159644264,$4389751.00,$164034015.00,2.7%,2.7%,"RIVERSIDE, California
(33.980534, -117.377025)"
2014,106060870,COLUSA REGIONAL MEDICAL CENTER,Colusa,Non-Profit,Comparable,,Rural,48,48,36,16122969,$1658754.00,$17781723.00,9.3%,10.3%,"COLUSA, California
(39.209238, -122.008373)"
2015,106301248,LOS ALAMITOS MEDICAL CENTER,Orange,Investor,Comparable,,,167,167,124,211723798,$3610348.00,$215334146.00,1.7%,1.7%,"LOS ALAMITOS, California
(33.804939, -118.071876)"
2015,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,District,Comparable,,Rural,9,9,9,1582383,$792.00,$1583175.00,0.1%,0.1%,"GARBERVILLE, California
(40.101491, -123.792756)"
2015,106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,Non-Profit,Comparable,,,60,52,30,191530691,$1465046.00,$192995737.00,0.8%,0.8%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106190045,CATALINA ISLAND MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,Rural,12,12,12,7057148,$830226.00,$7887374.00,10.5%,11.8%,"AVALON, California
(33.343548, -118.32219)"
2015,106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,Sonoma,Investor,Comparable,,,95,70,52,21419311,$32123.00,$21451434.00,0.1%,0.1%,"SANTA ROSA, California
(38.439698, -122.715642)"
2015,106371256,SCRIPPS GREEN HOSPITAL,San Diego,Non-Profit,Comparable,,,173,173,103,385461759,$9884427.00,$395346186.00,2.5%,2.6%,"LA JOLLA, California
(32.847198, -117.2733)"
2015,106190958,METROPOLITAN STATE HOSPITAL,Los Angeles,State,State Hospitals,,,1054,782,782,180579428,$0.00,$180579428.00,0%,0%,"NORWALK, California
(33.914183, -118.072494)"
2015,106580996,RIDEOUT MEMORIAL HOSPITAL,Yuba,Non-Profit,Comparable,,,219,219,135,361304532,$1990332.00,$363294864.00,0.5%,0.6%,"MARYSVILLE, California
(39.141551, -121.587688)"
2014,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,886,880,880,2655147746,$265051249.00,$2920198995.00,9.1%,10%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,City/County,Psychiatric Health Facilities,,,16,16,16,1731373,$0.00,$1731373.00,0%,0%,"CHICO, California
(39.728956, -121.838779)"
2015,106304113,CHILDREN'S HOSPITAL - MISSION,Orange,Non-Profit,Comparable,,,54,54,22,56089054,$563805.00,$56652859.00,1%,1%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2015,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Fresno,Non-Profit,Comparable,Teaching,,909,909,739,1154187801,$23513879.00,$1177701680.00,2%,2%,"FRESNO, California
(36.731654, -119.785856)"
2014,106150782,RIDGECREST REGIONAL HOSPITAL,Kern,Non-Profit,Comparable,,Rural,98,98,32,85888137,$411542.00,$86299679.00,0.5%,0.5%,"RIDGECREST, California
(35.620715, -117.670069)"
2015,106214034,NOVATO COMMUNITY HOSPITAL,Marin,Non-Profit,Comparable,,,47,47,22,64170624,$4505052.00,$68675676.00,6.6%,7%,"NOVATO, California
(38.109189, -122.578257)"
2015,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,399,398,300,431843716,$5408488.00,$437252204.00,1.2%,1.3%,"POMONA, California
(34.055118, -117.750048)"
2015,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,Rural,11,11,11,18076615,$342778.00,$18419393.00,1.9%,1.9%,"SOLVANG, California
(34.595998, -120.138008)"
2014,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,,Rural,91,91,71,26108314,$1022061.00,$27130375.00,3.8%,3.9%,"OJAI, California
(34.447966, -119.242981)"
2015,106331194,HEMET VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,417,417,170,136183985,$332654.00,$136516639.00,0.2%,0.2%,"HEMET, California
(33.747562, -116.967316)"
2015,106500867,EMANUEL MEDICAL CENTER,Stanislaus,Non-Profit,Comparable,,,209,209,105,185387272,$6487697.00,$191874969.00,3.4%,3.5%,"TURLOCK, California
(37.492749, -120.848984)"
2015,106231013,MENDOCINO COAST DISTRICT HOSPITAL,Mendocino,District,Comparable,,Rural,25,25,17,49345870,$2427393.00,$51773263.00,4.7%,4.9%,"FORT BRAGG, California
(39.445486, -123.804543)"
2015,106470871,MERCY HOSPITAL - MT. SHASTA,Siskiyou,Non-Profit,Comparable,,Rural,33,25,25,54728132,$648437.00,$55376569.00,1.2%,1.2%,"MOUNT SHASTA, California
(41.313274, -122.312285)"
2015,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,377,377,315,461006051,$8371420.00,$469377471.00,1.8%,1.8%,"MISSION HILLS, California
(32.7528, -117.186096)"
2015,106361339,ST. BERNARDINE MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,,,342,322,314,347804721,$5027698.00,$352832419.00,1.4%,1.4%,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2014,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,153050694,$3402000.00,$156452694.00,2.2%,2.2%,"GRASS VALLEY, California
(39.219102, -121.062951)"
2015,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,324,324,168,148927396,$145007.00,$149072403.00,0.1%,0.1%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK,Contra Costa,Non-Profit,Comparable,,,572,399,254,822381341,$9483755.00,$831865096.00,1.1%,1.2%,"WALNUT CREEK, California
(37.901763, -122.061921)"
2015,106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Orange,Investor,Comparable,,,27,27,27,13112900,$533729.00,$13646629.00,3.9%,4.1%,"ORANGE, California
(33.791489, -117.853096)"
2015,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,412,412,196,362988499,$9313171.00,$372301670.00,2.5%,2.6%,"NORTHRIDGE, California
(34.228298, -118.535797)"
2015,106010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Alameda,Non-Profit,Comparable,,,50,50,7,2006062,$443957.00,$2450019.00,18.1%,22.1%,"OAKLAND, California
(37.804828, -122.27248)"
2015,106400683,ATASCADERO STATE HOSPITAL,San Luis Obispo,State,State Hospitals,,,1275,1184,1184,202566244,$0.00,$202566244.00,0%,0%,"ATASCADERO, California
(35.480769, -120.666437)"
2015,106090793,BARTON MEMORIAL HOSPITAL,El Dorado,Non-Profit,Comparable,,Rural,111,111,111,125861210,$32386974.00,$158248184.00,20.5%,25.7%,"SOUTH LAKE TAHOE, California
(38.941539, -119.977191)"
2014,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,,,1286,991,6,46554991,$0.00,$46554991.00,0%,0%,"POMONA, California
(34.055118, -117.750048)"
2015,106190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,101,101,101,62382120,$795802.00,$63177922.00,1.3%,1.3%,"SAN DIMAS, California
(34.106678, -117.802753)"
2015,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,90,17875987,$687708.00,$18563695.00,3.7%,3.8%,"COALINGA, California
(36.139801, -120.360264)"
2015,106013619,SAN LEANDRO HOSPITAL,Alameda,City/County,Comparable,,,93,93,93,58619716,$19216320.00,$77836036.00,24.7%,32.8%,"SAN LEANDRO, California
(37.728364, -122.158612)"
2015,106191231,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,355,272,189,327782480,$63720017.00,$391502497.00,16.3%,19.4%,"SYLMAR, California
(34.3078, -118.448303)"
2015,106104047,FRESNO SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,27,27,27,68612442,$1466138.00,$70078580.00,2.1%,2.1%,"FRESNO, California
(36.731654, -119.785856)"
2015,106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,Non-Profit,Comparable,,,74,74,74,60330314,$-4865.00,$60325449.00,0%,0%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106196405,PALMDALE REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,157,102,102,150829738,$702441.00,$151532179.00,0.5%,0.5%,"PALMDALE, California
(34.576469, -118.116103)"
2015,106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,Investor,Comparable,,,81,81,81,37610629,$0.00,$37610629.00,0%,0%,"HUNTINGTON PARK, California
(33.979272, -118.219087)"
2015,106392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,Non-Profit,Comparable,,,35,35,35,15896919,$18852.00,$15915771.00,0.1%,0.1%,"STOCKTON, California
(37.957541, -121.292451)"
2015,106190859,WEST HILLS HOSPITAL & MEDICAL CENTER,Los Angeles,Investor,Comparable,,,225,225,225,227455172,$7238660.00,$234693832.00,3.1%,3.2%,"WEST HILLS, California
(34.202, -118.627998)"
2014,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,,,14,14,14,21550350,$981481.00,$22531831.00,4.4%,4.6%,"YUBA CITY, California
(39.13222, -121.625147)"
2015,106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,Alameda,Non-Profit,Comparable,,,326,326,225,437739831,$76597672.00,$514337503.00,14.9%,17.5%,"OAKLAND, California
(37.804828, -122.27248)"
2015,106274043,NATIVIDAD MEDICAL CENTER,Monterey,City/County,Comparable,,,172,137,137,211580012,$5297560.00,$216877572.00,2.4%,2.5%,"SALINAS, California
(36.676795, -121.656421)"
2015,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,53617825,$498958.00,$54116783.00,0.9%,0.9%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106190392,GOOD SAMARITAN HOSPITAL - LA,Los Angeles,Non-Profit,Comparable,,,408,317,160,286547840,$4787789.00,$291335629.00,1.6%,1.7%,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106194010,AMERICAN RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,,,173,173,173,6016378,$42265.00,$6058643.00,0.7%,0.7%,"POMONA, California
(34.055118, -117.750048)"
2015,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Ventura,Investor,Comparable,,,404,385,385,465912415,$1039948.00,$466952363.00,0.2%,0.2%,"THOUSAND OAKS, California
(34.176083, -118.848743)"
2015,106420493,MARIAN MEDICAL CENTER,Santa Barbara,Non-Profit,Comparable,,,353,353,244,489570088,$6681046.00,$496251134.00,1.3%,1.4%,"SANTA MARIA, California
(34.948403, -120.435881)"
2015,106380960,ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,Non-Profit,Comparable,,,288,170,99,213537191,$4024594.00,$217561785.00,1.8%,1.9%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106301258,"SOUTH COAST GLOBAL MEDICAL CENTER, INC.",Orange,Investor,Comparable,,,178,178,178,52441649,$609355.00,$53051004.00,1.1%,1.2%,"SANTA ANA, California
(33.749738, -117.869781)"
2014,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,Teaching,,520,384,312,658880831,$72340374.00,$731221205.00,9.9%,11%,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,Non-Profit,Comparable,,,302,302,158,251618549,$19288350.00,$270906899.00,7.1%,7.7%,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106361768,PATTON STATE HOSPITAL,San Bernardino,State,State Hospitals,,,1287,1525,1525,298798090,$0.00,$298798090.00,0%,0%,"PATTON, California
(34.135799, -117.223099)"
2015,106196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,Los Angeles,Non-Profit,LTC Emphasis,,,249,249,248,31705446,$247306.00,$31952752.00,0.8%,0.8%,"RESEDA, California
(34.201099, -118.535599)"
2015,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,231,97369289,$352181.00,$97721470.00,0.4%,0.4%,"SUN VALLEY, California
(34.217499, -118.3694)"
2015,106190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,107,107,28,36860591,$2778706.00,$39639297.00,7%,7.5%,"HAWAIIAN GARDENS, California
(33.829474, -118.081829)"
2015,106491001,PETALUMA VALLEY HOSPITAL,Sonoma,Non-Profit,Comparable,,,80,59,25,88414387,$1962102.00,$90376489.00,2.2%,2.2%,"PETALUMA, California
(38.232474, -122.636846)"
2014,106380965,ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,Non-Profit,Comparable,Teaching,,403,220,94,215710345,$5730813.00,$221441158.00,2.6%,2.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106342392,SIERRA VISTA HOSPITAL,Sacramento,Investor,Comparable,,,120,120,120,40115233,$14547.00,$40129780.00,0%,0%,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106400480,FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,Non-Profit,Comparable,,,117,117,44,138273422,$2382522.00,$140655944.00,1.7%,1.7%,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
